car_num
12927
10068
7589
5347
3642
3372
4056
6512
10003
13878
16966
18908
16527
17086
18795
17148
16899
19180
17520
16170
18557
18534
18072
16920
15084
11884
9293
6452
4466
3952
4728
7307
10953
14287
17237
19844
17355
17786
19816
18305
18131
20384
19341
17718
20261
20722
19968
18903
17057
13788
10558
7461
5096
4587
5605
11824
17409
17679
19464
21712
19098
19925
21953
20263
20012
22518
22061
18912
21753
21758
20636
19996
18393
14106
10961
7521
5248
4639
6257
13775
21865
21053
21212
22236
20244
21212
24666
24101
23264
24249
23641
20961
22376
23518
22332
21137
19043
15388
12234
8438
5803
4901
5941
13777
29722
36262
39670
42951
40098
25006
23224
21546
21126
22622
22013
19347
22126
23314
22825
21865
19783
15430
11449
7726
5223
4962
7751
17040
24584
24666
23392
23726
21297
23005
24791
22966
22046
22377
22221
20516
23018
24257
23679
23057
21310
15976
11906
7984
5379
4763
6862
16616
24857
24746
23452
23866
21658
22827
24614
22932
22009
22272
21561
20439
23165
24570
23949
22499
20699
15468
11659
7846
5264
4776
7087
16972
25674
25541
24434
24152
21809
25353
27688
23473
22351
22694
22207
22295
23553
24916
23906
22190
19790
14151
10466
7121
4859
4404
6925
17479
25797
25699
24267
24158
22115
23763
26073
23883
22795
22675
22122
21803
24438
25646
25704
23490
20504
15293
11658
7860
5325
4557
6893
17640
26753
26846
25275
25487
23095
24869
26411
24411
23815
23612
22701
22851
25094
27323
27676
26531
23983
18502
14547
10143
6499
5115
6451
12236
18571
21385
22838
24179
22774
22876
24008
22542
22941
25560
25877
24989
27578
28210
28390
27027
23970
18383
14582
10296
7002
5539
6419
11331
16957
19817
21871
23121
22483
24188
25343
23166
22402
23735
23333
21833
24471
25494
24722
23891
21837
16516
12123
8140
5642
5478
9709
20253
25035
26221
25151
24903
23514
24917
27305
24919
23788
22182
21339
22511
24736
26315
26667
25416
23107
16858
12858
9110
5952
5276
8406
19855
26138
27257
26609
27013
25538
26990
28602
25561
24797
22825
20477
22544
25716
27892
29405
29193
26102
19912
15507
10454
6664
5725
9138
19983
25721
26832
26260
26265
24639
26178
28317
25616
24144
22199
21330
22850
25233
26991
27347
26377
23814
17950
13973
9299
6330
5357
8593
20105
25945
27060
26514
26373
24462
26067
27639
25340
23940
22058
21075
23048
25052
26696
27641
26553
23836
18356
13833
9462
6368
5270
8567
20185
26160
27765
27190
27363
25455
27199
28201
24932
23542
21651
20700
23500
26418
28273
29254
29184
27278
22640
18005
12204
7931
6201
7498
15007
23114
25795
26296
25699
26068
27353
27256
24564
23523
24365
24370
23991
26265
27862
29306
28885
26967
22493
17810
12610
8383
6257
6706
11804
18377
22422
24233
25067
25171
25873
26667
23662
23006
23585
24232
25718
26655
26264
24375
23425
21228
16108
12253
8457
5843
5707
9988
20401
24899
26717
26637
26405
24874
26941
28461
25821
24121
21802
20194
22883
25030
27147
27351
25962
23147
17775
13781
9261
6301
5542
8873
20601
26027
27413
27129
27001
25202
26965
28157
25057
23733
21655
20416
22702
25342
26924
27361
25887
23050
17881
13678
9351
6436
5639
8847
20343
25892
27790
27038
26805
25034
26482
28274
25357
23645
21682
19959
23207
27149
27378
27411
26615
23746
18358
13811
9601
6331
5499
9079
20505
25945
27559
26651
26551
24799
26086
27274
24632
23329
21615
20494
22805
25828
26668
27276
25683
22735
17580
13409
8593
5855
5199
8651
20967
26464
27774
26825
26679
25132
26757
27484
24612
22826
20705
19606
23260
26740
28298
29350
29022
26329
21300
16817
11589
7527
5950
7941
16231
25499
27052
25701
25296
25893
26383
25966
23707
23121
24141
23792
23976
26094
28270
28988
27289
25411
19985
15983
11141
7377
5716
6598
12202
19778
22355
23809
24370
24596
25680
26149
23817
23061
24190
