car_num
23477
22976
24975
25665
25230
24343
22112
16815
12523
8747
6077
5833
10226
21027
25385
27622
27125
26420
24711
26095
28030
25184
23913
21349
20014
22309
25076
26528
26750
25673
22775
17638
27978
46505
30460
26470
43195
99410
76691
85141
136935
133745
124820
133040
139725
125285
117795
106845
101300
113600
127489
136180
126922
114365
97932
74536
57244
39568
26104
22864
36060
83684
104216
101479
91780
79638
74916
80220
83736
75981
71928
61018
42989
46824
51914
55442
56280
54226
47746
36588
27762
18978
12926
11248
18106
41618
51324
54544
53272
53044
50310
53282
55834
49982
46950
42226
40830
46676
51936
55828
56704
54212
48632
36988
29542
19556
13318
11426
18396
42428
53010
55426
54672
53954
51658
54640
56144
48302
44590
40534
38800
46244
53042
56244
58414
60116
56982
46060
36700
25780
16828
13034
16464
33348
50044
52018
52198
51372
52710
54596
53494
47542
45488
47230
47068
48784
52970
56272
59422
59362
54802
45400
36618
26062
17480
12962
14268
25536
41436
47540
50876
52014
53410
54518
54558
48180
45850
47538
46430
47774
51732
53094
52918
50850
46300
35698
26446
18638
12462
12148
21104
41650
48680
53614
53800
53024
50544
53184
55776
49856
46496
41508
40136
45262
50174
53190
53708
50936
44926
34696
26654
18552
12294
11044
18178
41484
51708
54546
54022
53648
50482
52574
54538
48422
45906
41270
38580
45970
49244
52768
53572
51770
46212
34444
26320
17702
11912
11172
20418
42934
49646
53956
53598
53354
53018
54290
56078
49186
46846
43622
41188
47296
54006
57394
57650
56290
51440
38784
30460
21262
14178
12308
18474
44290
51598
54380
53378
52160
49366
53060
54582
48358
45346
39714
35546
42880
50500
51844
54178
50608
44244
33818
25982
18170
12392
11104
18704
42352
51726
55060
53950
52656
50220
55464
53658
45976
42668
37866
36770
46100
52036
56238
59900
60384
55522
44930
36076
25782
17060
13592
17860
34924
52990
54226
53442
50640
51882
52494
51094
44652
41924
42482
43764
46272
51690
54980
56084
55178
51110
42840
34926
25242
17182
13500
15238
26866
41726
46098
49502
48970
50338
51926
52272
47236
45198
47018
46548
47654
50854
52252
50986
49336
44230
34382
26220
18446
12866
12546
21642
43214
49972
54534
53630
52658
49908
52772
55618
49578
46090
42068
40142
44606
50578
53132
54040
51158
46196
35620
27628
19434
13938
11872
18728
42162
52272
55520
53862
51972
48868
51970
54358
48252
45912
41874
40892
46128
50706
53218
55610
51866
45954
35440
27414
19044
13384
11794
18466
42762
52334
54894
53916
52804
49374
52616
55028
50148
47776
43626
41424
47346
52426
55882
57388
55194
49370
38292
29666
21234
14604
12036
18802
42182
52188
55042
54094
53642
49460
52866
54926
49572
47022
42650
40554
46400
52572
55440
57534
57086
49274
37724
29706
20108
13966
11812
18898
42464
52088
55966
54722
53812
51622
54282
55334
49386
45740
41460
39286
47064
53214
56680
59788
61194
58288
47150
37154
26168
17116
13444
17670
33784
51294
53828
53960
51718
53402
54960
54168
48554
45560
42238
39430
44982
48850
48322
53108
52546
47902
37928
31076
23018
16296
12542
14296
27432
45160
48856
48790
47392
48758
49730
48504
44964
42876
45288
44078
46224
50380
51910
51194
49206
45304
34506
26996
19162
13212
12340
21822
42282
50022
54210
53758
52216
49724
53002
56228
50764
47002
42094
39780
45862
51496
54842
55694
53572
48278
37042
28646
20668
13762
12356
19520
42368
51126
54914
54106
52930
49886
52822
55586
45940
28136
23952
22670
26178
29194
31306
32506
32106
29434
23586
18018
13144
8656
7430
12026
25620
30600
31146
28778
26436
20920
16634
11174
9102
7340
5824
5192
5650
6604
6862
6820
6584
38910
30538
23996
17562
12332
10868
18180
38184
43624
45902
44970
43880
41958
43882
45648
41140
38320
34550
33328
37980
42764
46144
46524
45494
47714
37164
29684
20684
13994
11950
19606
42204
52246
56080
54944
54352
52042
54008
55732
48154
45130
41786
39848
47392
53080
55058
58226
59486
56842
46948
38086
27822
17720
14096
17896
35102
51802
53596
51990
51056
52658
52918
51076
46016
44746
46876
46856
48330
55550
54708
57828
56910
52696
41542
33716
24398
16330
13060
19844
33384
43102
44268
46544
47392
49736
51192
50574
46236
44994
46088
45558
46424
50608
52708
52574
52626
46180
34666
26202
18592
13136
12364
22626
43110
48974
53688
53090
52594
49324
52468
56140
49958
47004
42410
39902
45286
49496
53772
54856
52564
45884
34702
27464
18730
13070
11526
19468
42714
52798
55716
54544
53758
50448
53892
55818
49476
46120
41768
39328
45968
50730
54352
56662
52882
46802
36338
28140
20072
13562
11670
19778
42042
52002
55336
54502
53524
50498
52972
55166
49310
45630
41212
40442
46300
51886
56076
55912
54556
48300
36978
28486
19942
13492
12112
19904
41952
52648
55910
53968
54128
49758
53496
55836
49626
46064
41924
40778
46302
52050
55180
56280
54172

58226
59486
56842
46948
38086
27822
17720
14096
17896
35102
51802
53596
51990
51056
52658
52918
51076
46016
44746
46876
46856
48330
55550
54708
57828
56910
52696
41542
33716
24398
16330
13060
19844
33384
43102
44268
46544
47392
49736
51192
50574
46236
44994
46088
45558
46424
50608
52708
52574
52626
46180
34666
26202
18592
13136
12364
22626
43110
48974
53688
53090
52594
49324
52468
56140
49958
47004
42410
39902
45286
49496
53772
54856
52564
45884
34702
27464
18730
13070
11526
19468
42714
52798
557
